id,title,type,release_year,age_certification,runtime,genres,production_countries,imdb_score,imdb_votes
tm23909,Dane Cook: Vicious Circle,MOVIE,2006,R,132,"['comedy', 'documentation']",['US'],6.7,2757
tm22533,Big Momma's House 2,MOVIE,2006,PG-13,99,"['comedy', 'crime']",['US'],4.8,44615
ts34731,The Sarah Jane Adventures,SHOW,2007,TV-PG,27,"['scifi', 'action', 'drama', 'family', 'fantasy']",['GB'],7.4,6325
tm156672,Miss March,MOVIE,2009,R,89,"['comedy', 'romance']",['US'],5,21785
tm142732,Wonder Woman,MOVIE,2009,PG-13,74,"['action', 'animation']",['US'],,
tm96023,Charlie St. Cloud,MOVIE,2010,PG-13,99,"['drama', 'romance', 'fantasy']",['US'],6.4,63219
tm135780,Planet 51,MOVIE,2009,PG,91,"['comedy', 'fantasy', 'scifi', 'animation', 'family', 'european']","['US', 'ES', 'GB']",6,56444
tm28458,Plastic Disasters,MOVIE,2006,,60,['documentation'],['US'],6,292
ts21517,Funny or Die Presents,SHOW,2010,TV-MA,26,['comedy'],['US'],6.1,10
tm144003,Fighting,MOVIE,2009,PG-13,105,"['action', 'drama', 'romance', 'sport', 'crime']",['US'],5.5,33581
tm72390,Superman: Doomsday,MOVIE,2007,PG-13,75,"['scifi', 'family', 'action', 'animation']",['US'],,
ts13696,Chowder,SHOW,2007,TV-Y7,18,"['animation', 'comedy', 'family', 'fantasy']",['US'],6,5
tm94209,Scooby-Doo! Camp Scare,MOVIE,2010,PG,72,['comedy'],['US'],,
tm37730,Old Joy,MOVIE,2007,,73,['drama'],['US'],6.8,8246
tm92904,Heir To An Execution,MOVIE,2004,,99,['documentation'],['US'],7,400
tm39830,Section 60: Arlington National Cemetery,MOVIE,2008,,54,['documentation'],['US'],6.9,129
tm23482,"Lewis Black: Red, White & Screwed",MOVIE,2006,,58,"['comedy', 'documentation']",['US'],7.7,1381
tm55092,The Iceman Confesses: Secrets of a Mafia Hitman,MOVIE,2001,,43,"['thriller', 'horror', 'crime', 'documentation']",['US'],7.6,1544
tm141665,Dragonball Evolution,MOVIE,2009,PG,85,"['thriller', 'scifi', 'family', 'action', 'fantasy']","['US', 'HK', 'GB']",2.5,73308
tm152536,Superman/Batman: Public Enemies,MOVIE,2009,PG-13,67,"['action', 'scifi', 'animation']",['US'],,
tm46210,Batman: Gotham Knight,MOVIE,2008,PG-13,75,['thriller'],"['US', 'JP']",,
tm34124,Fat Girl,MOVIE,2001,,86,"['drama', 'european']","['IT', 'FR']",6.4,12163
tm102621,Magic & Bird: A Courtship of Rivals,MOVIE,2010,,88,"['drama', 'sport', 'documentation']",['US'],8.3,2051
tm185595,Twist of Faith,MOVIE,2004,,87,['documentation'],['US'],7.2,956
tm225639,Tracey Ullman in the Trailer Tales,MOVIE,2003,,50,['comedy'],['US'],6.6,133
tm152567,Into the Storm,MOVIE,2009,PG,100,"['drama', 'history', 'war']",['GB'],7.1,5490
tm89573,Yesterday,MOVIE,2004,R,90,['drama'],['ZA'],7.5,2412
tm77236,Ghosts of Abu Ghraib,MOVIE,2007,,78,"['documentation', 'crime', 'history', 'war']",['US'],7.7,1105
tm84508,Friends of God: A Road Trip with Alexandra Pelosi,MOVIE,2007,,56,['documentation'],['US'],6.6,515
tm52301,Jimmy Neutron: Boy Genius,MOVIE,2001,G,82,"['comedy', 'animation', 'family', 'scifi', 'action']",['US'],6,35852
tm153939,My Life in Ruins,MOVIE,2009,PG-13,95,"['romance', 'comedy', 'european']","['US', 'GR']",5.9,20211
tm41133,College,MOVIE,2008,R,94,['comedy'],['US'],4.5,12535
tm134846,A Guy Thing,MOVIE,2003,PG-13,101,"['comedy', 'romance']",['US'],5.6,17710
tm132540,Malibu's Most Wanted,MOVIE,2003,PG-13,86,"['comedy', 'crime']",['US'],5.2,19591
tm81465,The Whole Ten Yards,MOVIE,2004,PG-13,98,"['comedy', 'thriller', 'crime']",['US'],5.5,55857
tm89489,The Perfect Score,MOVIE,2004,PG-13,93,"['crime', 'comedy', 'drama']","['US', 'DE']",5.6,25615
tm131107,Good Boy!,MOVIE,2003,PG,84,"['comedy', 'drama', 'family', 'fantasy', 'scifi']",['US'],5.1,4507
tm93784,Scooby-Doo! Abracadabra-Doo,MOVIE,2010,G,75,['comedy'],['US'],,
tm143241,Street Fighter: The Legend of Chun-Li,MOVIE,2009,PG-13,97,"['scifi', 'thriller', 'action', 'crime', 'fantasy']","['US', 'CA', 'IN', 'JP']",3.7,24421
tm35668,"You, Me and Dupree",MOVIE,2006,PG-13,108,"['comedy', 'romance']",['US'],5.6,82444
ts21526,How to Make It in America,SHOW,2010,TV-MA,28,"['drama', 'comedy']",['US'],7.9,15883
tm150437,Balls Out: Gary the Tennis Coach,MOVIE,2009,R,87,"['comedy', 'sport']",['US'],5.4,10136
ts11276,Ben 10: Ultimate Alien,SHOW,2010,TV-Y7,23,"['scifi', 'family', 'animation', 'action']",['US'],7.7,8992
tm168673,The Batman vs. Dracula,MOVIE,2005,,83,"['action', 'animation']",['US'],,
tm93027,You Got Served,MOVIE,2004,PG-13,95,"['drama', 'music']",['US'],3.8,28165
tm35537,Mimic 2,MOVIE,2001,R,83,"['horror', 'thriller']",['US'],,
tm72682,Bury My Heart at Wounded Knee,MOVIE,2007,,133,"['western', 'drama', 'history']",['US'],7.1,6971
tm146607,"George Lopez: Tall, Dark & Chicano",MOVIE,2009,,90,"['comedy', 'documentation']",['US'],5.5,260
tm237914,Mr. Conservative: Goldwater on Goldwater,MOVIE,2006,,82,['documentation'],['US'],7.5,238
tm25742,Starter for 10,MOVIE,2006,PG-13,96,"['drama', 'comedy', 'romance', 'sport']","['GB', 'US']",6.7,24218
ts17616,Capadocia,SHOW,2008,TV-MA,61,['drama'],['MX'],8.2,638
tm80927,Strip Search,MOVIE,2004,,86,['drama'],['US'],6.2,1761
tm55883,We Stand Alone Together: The Men of Easy Company,MOVIE,2001,PG,78,"['documentation', 'war']","['BE', 'US']",8.6,2075
tm87404,Everyday People,MOVIE,2006,,91,['drama'],['US'],6.5,1189
tm21185,Thin,MOVIE,2006,PG-13,102,"['documentation', 'music']",['US'],7.4,1939
tm116967,The Cat Returns,MOVIE,2002,G,75,"['drama', 'documentation', 'animation', 'comedy', 'family', 'fantasy', 'romance']",['JP'],7.1,58794
tm102440,Superman/Batman: Apocalypse,MOVIE,2010,PG-13,78,"['action', 'animation']",['US'],7,
tm84486,Taxi,MOVIE,2004,PG-13,97,"['action', 'thriller', 'crime', 'comedy', 'european']","['US', 'FR']",4.5,43398
tm145092,Green Lantern: First Flight,MOVIE,2009,PG-13,75,"['animation', 'action', 'documentation']",['US'],,
tm134190,Stuck on You,MOVIE,2003,PG-13,119,['comedy'],['US'],5.8,53947
tm96040,Paparazzi,MOVIE,2004,R,84,"['drama', 'thriller', 'crime', 'action']",['US'],5.7,15337
tm81063,Ellen DeGeneres: Here and Now,MOVIE,2003,,60,"['comedy', 'documentation']",['US'],7.6,1553
tm134515,Bill Maher: Victory Begins at Home,MOVIE,2003,,60,"['comedy', 'documentation']",['US'],7.3,951
tm150211,Notorious,MOVIE,2009,R,122,"['history', 'music', 'drama', 'crime']",['US'],6.7,44638
tm112998,The Wild Thornberrys Movie,MOVIE,2002,PG,85,"['animation', 'comedy', 'family', 'fantasy']",['US'],5.6,14923
tm168227,Hellraiser: Hellworld,MOVIE,2005,R,91,"['horror', 'thriller']","['RO', 'US']",,
ts14603,Category 7: The End of the World,SHOW,2005,TV-PG,86,"['drama', 'scifi', 'comedy', 'thriller', 'action', 'fantasy']",['RU'],4.5,2847
tm36246,Bernard and Doris,MOVIE,2006,,103,"['comedy', 'drama', 'romance']","['GB', 'US']",6.5,4213
tm81752,Never Die Alone,MOVIE,2004,R,88,"['drama', 'crime', 'thriller', 'action']",['US'],5.6,5937
tm161811,Sometimes in April,MOVIE,2005,,140,"['drama', 'history', 'war', 'european']","['US', 'RW', 'FR']",7.8,5735
tm83788,Welcome to Mooseport,MOVIE,2004,PG-13,110,"['comedy', 'romance']","['US', 'DE']",5.3,13051
tm150549,Jim Jefferies: I Swear to God,MOVIE,2009,,58,"['comedy', 'documentation']",['US'],8.1,2986
tm77177,Capturing Mary,MOVIE,2007,,100,['drama'],"['GB', 'US']",6.7,1949
tm97396,Carrie Fisher: Wishful Drinking,MOVIE,2010,,75,"['comedy', 'documentation']",['US'],7.4,2210
tm19694,The Beales of Grey Gardens,MOVIE,2006,,91,"['drama', 'documentation']",['US'],7.2,1248
tm79981,Michigan vs. Ohio State:  The Rivalry,MOVIE,2007,,59,"['documentation', 'sport']",['US'],7.7,176
tm45773,Garfield: A Tail of Two Kitties,MOVIE,2006,PG,78,"['animation', 'comedy', 'family', 'fantasy']","['GB', 'US']",5,44474
tm38662,Justice League: The New Frontier,MOVIE,2008,PG-13,75,"['animation', 'action']",['US'],,
tm45525,Tales from Earthsea,MOVIE,2006,PG-13,115,"['animation', 'fantasy']",['JP'],6.3,41069
tm82128,Stuart: A Life Backwards,MOVIE,2007,,92,['drama'],['GB'],7.7,12836
tm100098,Homeless: The Motel Kids of Orange County,MOVIE,2010,,60,['documentation'],['US'],6.4,388
tm133475,Love Don't Co$t a Thing,MOVIE,2003,PG-13,100,"['comedy', 'drama', 'romance']",['US'],5.2,9034
tm134574,Batman: Mystery of the Batwoman,MOVIE,2003,PG,75,"['animation', 'action', 'scifi', 'fantasy']",['US'],,
tm87965,Little Black Book,MOVIE,2004,PG-13,111,"['romance', 'comedy', 'drama']",['US'],5.3,18511
tm38781,Wit,MOVIE,2001,PG-13,99,"['drama', 'documentation', 'european']",['US'],8,10993
tm39042,Catch a Fire,MOVIE,2006,PG-13,101,"['action', 'drama', 'thriller', 'history']","['GB', 'US', 'ZA', 'FR']",6.7,10594
tm105967,The Gathering Storm,MOVIE,2002,G,94,"['drama', 'history', 'european']","['US', 'GB']",7.4,6616
tm92918,Wartorn: 1861-2010,MOVIE,2010,,90,"['documentation', 'war']",['US'],7.8,485
tm91958,The Iceman and the Psychiatrist,MOVIE,2004,,48,"['thriller', 'horror', 'documentation', 'crime']",['US'],7.7,1326
tm185420,Dope Sick Love,MOVIE,2005,,93,['documentation'],['US'],7.4,1040
ts10979,Ben 10: Alien Force,SHOW,2008,TV-Y7,23,"['scifi', 'action', 'animation', 'comedy', 'drama', 'family']",['US'],7.3,11540
tm32656,The Sentinel,MOVIE,2006,PG-13,108,"['crime', 'thriller', 'action']",['US'],6.1,50325
tm174903,Last Days,MOVIE,2005,R,97,"['drama', 'music']",['US'],5.7,23073
ts7916,Epitaphs,SHOW,2004,TV-MA,47,"['drama', 'crime', 'horror', 'thriller']",['AR'],7.9,1264
tm50584,Einstein and Eddington,MOVIE,2008,PG-13,90,"['drama', 'history']",['GB'],7.2,7021
tm137928,Next Day Air,MOVIE,2009,R,84,"['comedy', 'action', 'crime']",['US'],5.7,10850
tm21350,Pu-239,MOVIE,2006,R,97,['drama'],['US'],6.8,3968
ts1136,Delocated,SHOW,2008,TV-MA,20,['comedy'],['US'],7.4,2498
tm83047,Bill Maher: The Decider,MOVIE,2007,,60,"['comedy', 'documentation']",['US'],7.3,1153
tm94235,Scooby-Doo! Curse of the Lake Monster,MOVIE,2010,PG,80,"['comedy', 'animation', 'family', 'fantasy', 'romance', 'thriller']",['US'],4.8,5041
tm168505,Hellraiser: Deader,MOVIE,2005,R,88,"['horror', 'thriller', 'european']","['US', 'RO']",,
tm81383,Johnson Family Vacation,MOVIE,2004,PG-13,97,['comedy'],['US'],4.5,8029
tm85271,Hard as Nails,MOVIE,2007,,78,['documentation'],['US'],5.4,212
tm193717,Tracey Ullman: Live and Exposed,MOVIE,2005,,74,"['documentation', 'comedy']",['US'],7,162
tm251820,Shouting Fire: Stories from the Edge of Free Speech,MOVIE,2009,,75,['documentation'],['US'],7.4,292
tm102966,A Family Is a Family Is a Family: A Rosie O'Donnell Celebration,MOVIE,2010,,41,"['documentation', 'drama', 'family']",['US'],5.9,117
tm58727,Scooby-Doo! and the Goblin King,MOVIE,2008,G,75,['comedy'],['US'],,
tm111070,Hellraiser: Hellseeker,MOVIE,2002,R,89,"['thriller', 'horror']","['US', 'CA']",,
tm87361,Shanghai,MOVIE,2010,R,105,"['drama', 'thriller', 'crime', 'romance']","['CN', 'US']",6.4,9951
tm77306,Twisted,MOVIE,2004,R,97,"['drama', 'thriller', 'crime']","['DE', 'US']",5.3,22413
tm22342,Waist Deep,MOVIE,2006,R,97,"['drama', 'thriller', 'action', 'crime']",['US'],5.8,10240
tm656353,Foster's Home for Imaginary Friends: Destination Imagination,MOVIE,2008,PG,66,"['family', 'fantasy', 'animation', 'comedy']",['US'],7.6,570
tm172690,Warm Springs,MOVIE,2005,,121,['drama'],['US'],7.4,3155
tm80503,Bob Saget: That Ain't Right,MOVIE,2007,,60,"['comedy', 'documentation']",['US'],6,797
tm34866,Wide Awake,MOVIE,2006,R,79,"['documentation', 'horror']",['US'],6.6,623
tm73380,Teen Titans: Trouble in Tokyo,MOVIE,2006,G,75,"['animation', 'action', 'comedy', 'family', 'fantasy', 'scifi']",['US'],7,6161
tm29667,As You Like It,MOVIE,2006,PG,127,"['comedy', 'drama', 'romance', 'european']","['GB', 'US']",6.1,3527
tm117392,Real Women Have Curves,MOVIE,2002,PG-13,86,"['comedy', 'drama']",['US'],6.9,7780
tm152729,Will Ferrell: You're Welcome America - A Final Night with George W. Bush,MOVIE,2009,,90,['comedy'],['US'],7,4030
tm44236,Nothing Like the Holidays,MOVIE,2008,PG-13,98,"['drama', 'comedy', 'romance']",['US'],6.1,4363
tm22340,Walkout,MOVIE,2006,,110,['drama'],['US'],6.7,1527
tm28035,Dennis Miller: All In,MOVIE,2006,,57,['comedy'],['US'],5.7,251
tm36548,House of Saddam,MOVIE,2008,,232,"['history', 'drama']","['GB', 'US']",,
tm62922,Ben 10: Race Against Time,MOVIE,2007,PG,67,"['action', 'family', 'scifi', 'thriller']",['US'],4.1,4633
tm140790,Scooby-Doo! The Mystery Begins,MOVIE,2009,PG,82,"['thriller', 'comedy', 'fantasy', 'family', 'animation']",['US'],5.3,6918
tm43061,Codename: Kids Next Door - Operation Z.E.R.O.,MOVIE,2006,G,73,"['comedy', 'family', 'scifi', 'animation', 'action']",['US'],7.5,1299
tm23583,Scooby-Doo! Pirates Ahoy!,MOVIE,2006,,80,"['animation', 'thriller', 'fantasy']",['US'],,
tm140798,Scooby-Doo! and the Samurai Sword,MOVIE,2009,G,74,['comedy'],['US'],,
tm143495,Mimic: Sentinel,MOVIE,2003,R,77,"['horror', 'scifi', 'thriller']",['US'],,
tm27422,Superman: Brainiac Attacks,MOVIE,2006,,75,"['action', 'animation']",['US'],,
tm55708,Chris Rock: Kill the Messenger,MOVIE,2008,,79,"['comedy', 'documentation']",['US'],7.6,4380
tm91475,The Cookout,MOVIE,2004,PG-13,97,['comedy'],['US'],3.8,3086
tm32245,The Blood of a Poet,MOVIE,2010,,55,"['fantasy', 'european']",['FR'],7.3,6979
tm33654,House Party 4: Down to the Last Minute,MOVIE,2001,R,79,['comedy'],['US'],,
tm70321,Autism: The Musical,MOVIE,2007,,93,"['documentation', 'music']",['US'],7.7,745
tm85312,Dirty War,MOVIE,2004,,90,"['thriller', 'drama']","['GB', 'US']",6.5,1537
ts32276,"Lucy, the Daughter of the Devil",SHOW,2005,TV-MA,12,"['comedy', 'animation', 'horror']",['US'],7.7,1720
tm102502,Bill Maher: But I'm Not Wrong,MOVIE,2010,,79,"['comedy', 'documentation']",['US'],7,1228
tm85504,Coma,MOVIE,2007,PG,120,"['documentation', 'reality']",['US'],7.7,242
tm77390,Life Support,MOVIE,2008,,90,"['drama', 'animation', 'scifi']",['US'],6.7,1282
tm31791,Dim Sum Funeral,MOVIE,2008,R,95,"['drama', 'comedy']","['CA', 'US']",5.3,683
tm152580,By the People: The Election of Barack Obama,MOVIE,2009,,116,['documentation'],['US'],6.2,1133
tm102701,12th & Delaware,MOVIE,2010,,90,"['documentation', 'drama']",['US'],7.3,578
tm185476,Whoopi Goldberg: Back to Broadway,MOVIE,2005,,90,"['comedy', 'documentation']",['US'],8,255
tm81621,George Lopez: America's Mexican,MOVIE,2007,R,65,"['comedy', 'documentation']",['US'],6.4,425
tm28201,In Vanda's Room,MOVIE,2001,,171,"['drama', 'european']","['CH', 'DE', 'PT']",7,1603
tm88969,Lewis Black:  Black on Broadway,MOVIE,2004,,58,"['comedy', 'documentation']",['US'],8,1528
tm91732,For Neda,MOVIE,2010,,67,"['documentation', 'history']",['US'],7.8,309
ts1494,The Alzheimer's Project,SHOW,2009,TV-PG,53,['documentation'],['US'],7.9,112
tm39923,Cedric the Entertainer: Taking You Higher,MOVIE,2006,,60,"['comedy', 'documentation', 'music']",['US'],6.5,142
tm79472,Jim Norton: Monster Rain,MOVIE,2007,R,60,"['comedy', 'documentation']",['US'],7,511
tm92422,Tracy Morgan: Black & Blue,MOVIE,2010,,58,"['comedy', 'documentation']",['US'],5.4,301
tm31695,Pinochet in Suburbia,MOVIE,2006,,90,['drama'],['GB'],6.1,237
tm178101,Primo,MOVIE,2007,,84,['drama'],"['GB', 'US']",7.6,239
tm80667,Last Letters Home,MOVIE,2004,,60,"['documentation', 'war', 'history']",['US'],7.3,120
tm102269,Robert Klein: Unfair & Unbalanced,MOVIE,2010,,60,"['comedy', 'documentation']",['US'],6.1,96
tm73633,Dave Attell: Captain Miserable,MOVIE,2007,,58,"['comedy', 'documentation']",['US'],6.8,439
tm181598,Angel Rodriguez,MOVIE,2005,,82,['drama'],['US'],5,308
tm211819,Addiction,MOVIE,2007,,86,"['documentation', 'drama']",['US'],5.9,2451
tm310279,Dirty Driving: Thundercars Of Indiana,MOVIE,2008,,68,"['sport', 'documentation']",['US'],7,159
tm308909,Beah: A Black Woman Speaks,MOVIE,2003,,88,['documentation'],['US'],8.7,113
tm225652,Shot Heard 'Round the World,MOVIE,2001,,60,"['documentation', 'history', 'sport']",['US'],7.4,98
tm185086,Richard Jeni: A Big Steaming Pile of Me,MOVIE,2005,,59,"['comedy', 'documentation']",['US'],7.4,284
tm305439,A Rape in a Small Town: The Florence Holway Story,MOVIE,2005,,72,"['documentation', 'crime']",['US'],7.2,110
tm78654,Alive Day Memories: Home from Iraq,MOVIE,2007,,57,['documentation'],['US'],8,445
tm146332,Salt Lake 2002: Stories of Olympic Glory,MOVIE,2003,,120,"['documentation', 'sport']",['US'],6.5,70
ts46320,On the Record with Bob Costas,SHOW,2001,TV-14,43,['sport'],['US'],5.3,27
tm82867,D.L. Hughley: Unapologetic,MOVIE,2007,,51,"['comedy', 'documentation']",['US'],6.9,204
tm347411,Bud Greenspan’s Torino 2006: Stories of Olympic Glory,MOVIE,2007,,88,"['documentation', 'sport']",['US'],6.3,47
tm209660,David McCullough: Painting with Words,MOVIE,2008,,37,['documentation'],['US'],7.5,147
tm144406,Dennis Miller: The Raw Feed,MOVIE,2003,,60,"['comedy', 'documentation']",['US'],5.5,327
tm91788,I Can't Do This But I CAN Do That: A Film for Families about Learning Differences,MOVIE,2010,,31,"['documentation', 'family']",['US'],7.2,61
ts16708,Classical Baby,SHOW,2005,TV-Y,25,[],['US'],,
tm75339,Liberty Kid,MOVIE,2008,,92,['drama'],['US'],6.3,185
tm310204,Diagnosis Bipolar: Five Families Search for Answers,MOVIE,2010,,48,['documentation'],['US'],5.4,73
tm118448,Journeys with George,MOVIE,2003,,79,['documentation'],['US'],6.8,697
tm31963,Portraits of a Lady,MOVIE,2008,PG-13,40,['documentation'],['US'],6.5,24
tm87614,Indian Point: Imagining the Unimaginable,MOVIE,2004,,45,['documentation'],['US'],5.8,86
tm409553,Billie Jean King: Portrait of a Pioneer,MOVIE,2006,PG,60,['documentation'],['US'],7.7,10
tm47108,Dana Carvey: Squatting Monkeys Tell No Lies,MOVIE,2008,R,55,"['comedy', 'documentation']",['US'],6.9,445
tm437594,Positively Naked,MOVIE,2005,,38,[],['US'],,
ts10152,Down and Dirty with Jim Norton,SHOW,2008,TV-MA,29,['comedy'],['US'],6.7,131
tm42585,"Thank You, Mr. President: Helen Thomas at the White House",MOVIE,2008,,47,['documentation'],['US'],6.9,152
tm93942,The Spirit of Salsa,MOVIE,2010,,47,['documentation'],['US'],5.9,45
tm77553,Little Rock Central: 50 Years Later,MOVIE,2008,,100,['documentation'],['US'],7.4,72
ts71362,Dane Cook's Tourgasm,SHOW,2006,TV-MA,29,"['comedy', 'documentation']",['US'],5.3,521
tm364871,Sydney 2000: Stories of Olympic Glory,MOVIE,2001,,116,"['documentation', 'sport']",['US'],6.7,69
tm135473,Dark Light: The Art of Blind Photographers,MOVIE,2009,,30,['documentation'],['US'],,
tm364903,Bud Greenspan’s Athens 2004: Stories of Olympic Glory,MOVIE,2005,,96,"['documentation', 'sport']",['US'],6.5,48
tm168075,I Have Tourette's But Tourette's Doesn't Have Me,MOVIE,2005,,27,['documentation'],['US'],7.5,141
tm452346,The Music in Me: The Leopards Take Manhattan - The Little Band That Roared,MOVIE,2008,,30,['documentation'],['US'],8.7,29
tm26941,When the Levees Broke: A Requiem in Four Acts,MOVIE,2006,PG,255,['documentation'],['US'],,
tm149509,The Trials of Ted Haggard,MOVIE,2009,,44,['documentation'],['US'],6.6,354
tm22730,Tsunami: The Aftermath,MOVIE,2006,,186,['drama'],['US'],,
tm171488,Robert Klein: The Amorous Busboy of Decatur Avenue,MOVIE,2005,,60,"['comedy', 'music', 'documentation']",['US'],6.3,68
tm251796,Top Ten Monks,MOVIE,2010,,29,['documentation'],['US'],,
tm92405,"No Contract, No Cookies: The Stella D'Oro Strike",MOVIE,2010,,39,['documentation'],['US'],,
ts82045,Kindergarten,SHOW,2001,,27,"['documentation', 'animation', 'reality']",['US'],8.9,96
tm313438,Celebrity Habla 2,MOVIE,2010,PG,58,['documentation'],['US'],8.8,12
tm690207,Habla más,MOVIE,2006,,30,['documentation'],['US'],6.6,10
tm313437,Celebrity Habla,MOVIE,2009,PG,53,['documentation'],['US'],9.3,9
ts68187,Russell Simmons Presents: Brave New Voices,SHOW,2009,TV-MA,31,['documentation'],['US'],6,58
tm452340,Brave New Voices 2010,MOVIE,2010,,54,['documentation'],['US'],6.1,34
tm641345,Habla Ya,MOVIE,2008,,54,['documentation'],['US'],,
ts6936,The Dog and the Cat,SHOW,2004,,21,['animation'],['US'],8.6,46
tm690703,Habla y Habla,MOVIE,2006,,55,['documentation'],['US'],7.6,6
ts16942,Sons of Carnaval,SHOW,2006,,50,['drama'],['BR'],8,144
tm670075,The Music in Me: A Family Special,MOVIE,2007,,30,['documentation'],['US'],7.5,17
tm685063,The Music in Me,MOVIE,2006,,29,['documentation'],['US'],8.4,26
ts2,Game of Thrones,SHOW,2011,TV-MA,58,"['scifi', 'drama', 'action', 'romance', 'fantasy']",['US'],9.2,2134702
ts20618,Impractical Jokers,SHOW,2011,TV-14,24,"['comedy', 'reality']",['US'],8.6,41895
tm70092,Magic Mike,MOVIE,2012,R,110,"['drama', 'comedy', 'european']",['US'],6.1,142602
ts21078,The Newsroom,SHOW,2012,TV-MA,57,['drama'],['US'],8.6,118056
ts20425,Veep,SHOW,2012,TV-MA,29,['comedy'],['US'],8.4,57898
tm33915,The Cabin in the Woods,MOVIE,2012,R,95,"['fantasy', 'horror', 'thriller', 'comedy']",['US'],7,426504
tm64834,The Hobbit: An Unexpected Journey,MOVIE,2012,PG-13,169,"['fantasy', 'action', 'scifi', 'family']","['NZ', 'US']",7.8,837508
tm39888,The Dark Knight Rises,MOVIE,2012,PG-13,165,"['drama', 'thriller', 'action', 'crime']",['US'],8.4,1722830
tm161959,Limitless,MOVIE,2011,PG-13,105,"['scifi', 'thriller']",['US'],7.4,583222
tm34975,Sinister,MOVIE,2012,R,110,"['thriller', 'horror']","['CA', 'GB', 'US']",6.8,259413
ts21806,Happy Endings,SHOW,2011,TV-14,21,"['comedy', 'romance']",['US'],7.8,39021
ts19031,Falling Skies,SHOW,2011,TV-14,42,"['action', 'drama', 'scifi', 'thriller']",['US'],7.1,90588
tm60292,Argo,MOVIE,2012,R,120,"['drama', 'thriller']","['GB', 'US']",7.7,600392
ts14405,Enlightened,SHOW,2011,TV-MA,27,"['drama', 'comedy', 'romance']",['US'],7.6,9440
tm158304,Contagion,MOVIE,2011,PG-13,107,"['drama', 'thriller', 'scifi', 'action']","['AE', 'US']",6.8,307065
tm36291,The Master,MOVIE,2012,R,144,"['drama', 'european']",['US'],7.1,178029
tm88465,Insidious,MOVIE,2011,PG-13,103,"['horror', 'thriller']","['US', 'CA']",6.8,314797
tm185395,A Dangerous Method,MOVIE,2011,R,99,"['thriller', 'drama', 'romance']","['CH', 'GB', 'DE', 'CA']",6.4,105211
ts9006,The Amazing World of Gumball,SHOW,2011,TV-Y7,10,"['animation', 'scifi', 'comedy', 'family', 'fantasy', 'romance']",['US'],8.3,34428
tm161952,The Lincoln Lawyer,MOVIE,2011,R,118,"['thriller', 'drama', 'crime']",['US'],7.3,242558
tm173624,Hall Pass,MOVIE,2011,R,105,"['romance', 'comedy']",['US'],5.9,127617
tm48811,Trouble with the Curve,MOVIE,2012,PG-13,111,"['drama', 'romance', 'sport']",['US'],6.8,65563
tm53414,The Campaign,MOVIE,2012,R,85,['comedy'],['US'],6.1,133335
ts20574,The Looney Tunes Show,SHOW,2011,TV-PG,23,"['animation', 'family', 'comedy']",['US'],7.7,13972
tm65453,Silent Hill: Revelation 3D,MOVIE,2012,R,94,"['horror', 'thriller', 'fantasy', 'action']","['JP', 'US', 'CA', 'FR']",4.9,64833
tm178610,Something Borrowed,MOVIE,2011,PG-13,112,"['comedy', 'drama', 'romance']",['US'],5.8,63396
tm176603,Our Idiot Brother,MOVIE,2011,R,90,"['drama', 'comedy']",['US'],6.4,89013
ts954,Billy on the Street,SHOW,2011,TV-14,22,"['comedy', 'reality']",['US'],7.8,2527
tm90503,The Perfect Host,MOVIE,2011,R,93,"['comedy', 'thriller', 'drama', 'crime']",['US'],6.7,27517
tm56436,The Expendables 2,MOVIE,2012,R,102,"['thriller', 'action']","['BG', 'US']",6.6,311069
tm173538,Hugo,MOVIE,2011,PG,126,"['drama', 'romance', 'family', 'fantasy', 'european']","['GB', 'US']",7.5,326900
tm165761,Conan the Barbarian,MOVIE,2011,R,112,"['action', 'fantasy']",['US'],5.1,100331
tm181123,The Hunter,MOVIE,2011,R,102,"['drama', 'thriller']",['AU'],6.7,40134
ts34727,Off the Air,SHOW,2011,TV-MA,13,"['scifi', 'animation', 'comedy', 'horror', 'music']",['US'],8.5,973
tm33533,Piranha 3DD,MOVIE,2012,R,83,"['horror', 'thriller', 'comedy', 'scifi']",['US'],3.8,43640
ts26916,The Weight of the Nation,SHOW,2012,,34,['documentation'],['US'],7.2,172
tm168537,Green Lantern,MOVIE,2011,PG-13,114,"['thriller', 'scifi', 'action']",['US'],5.5,288394
ts21041,Girls,SHOW,2012,TV-MA,29,"['drama', 'comedy']",['US'],7.4,73837
tm167978,Kill the Irishman,MOVIE,2012,R,106,"['action', 'crime', 'thriller', 'drama']",['US'],7,49446
tm174707,The Artist,MOVIE,2011,PG-13,100,"['romance', 'drama', 'comedy', 'european', 'thriller']","['FR', 'BE']",7.9,238396
ts21324,Mildred Pierce,SHOW,2011,TV-MA,67,['drama'],['US'],7.6,22432
ts9986,Eagleheart,SHOW,2011,TV-MA,13,"['action', 'comedy']",['US'],7.4,2074
ts20603,Mortal Kombat: Legacy,SHOW,2011,TV-MA,10,"['action', 'scifi', 'crime', 'fantasy', 'thriller']","['CA', 'US']",7.4,9648
tm57032,Take This Waltz,MOVIE,2012,R,116,"['drama', 'comedy']","['ES', 'CA', 'JP']",6.5,29206
ts20391,Major Crimes,SHOW,2012,TV-14,43,"['drama', 'action', 'crime']",['US'],7.7,14790
